radius,apex_y,apex_z
0,0,0
0.35,-0.35,1.5
0.36612738568684566,-0.35678695697449697,1.4013509407044098
0.3451648442899976,-0.3391079792515977,1.450726348051112
0.3554935726814493,-0.34012995610842,1.3841786913118037
0.35899750479852877,-0.35271129514763994,1.437625074396732
0.3597796965050594,-0.35652973941901045,1.3698090979140698
0.33288526436545784,-0.3205850988418414,1.4659308473354538
0.36995346091326686,-0.3752080187900499,1.4926537146867862
0.3539434542681699,-0.3396166858152583,1.4756599535372603
0.3685142412169979,-0.36177827136602714,1.3540006731104974
0.3649853964177808,-0.35516306399793734,1.3519168956196854
0.3341423128541419,-0.3329111132867371,1.3673346671507658
0.33692929887835565,-0.32300591973486315,1.4460954571779059
0.3535076075321661,-0.33623483254726766,1.4601565761539494
0.3603692816420167,-0.342194681557349,1.3526836973560963
0.3509094548882701,-0.3546676219923722,1.4811243073592248
0.33681513765695037,-0.3190448194029105,1.3654072628387381
0.3493165392711799,-0.33615375345411497,1.3962856253851668
0.3661680404538162,-0.36126797900453483,1.3882299770433268
0.33013316389181857,-0.3411220524623979,1.419668413298253
0.36446574356599964,-0.3582784267069714,1.4659970530021897
0.3556608566892934,-0.33819054625023093,1.4214548920597556
0.36269746914830897,-0.3788908123915418,1.4753220799190292
0.3501538347550233,-0.3372060632942844,1.440685011348995
0.34765627500070884,-0.3548927721030027,1.3700521832491948
0.34213022278982474,-0.328674244672393,1.371534281598805
0.34879297833569295,-0.32965805933750614,1.4687071713461781
0.3424868153505305,-0.3352861029413852,1.4509755345009814
0.3468416321842275,-0.3270131615299917,1.3919984422393403
0.3416491440841727,-0.3405794695027962,1.4203730108469674
0.3583664964903101,-0.3405801316076805,1.4784373469661998
0.34321420804163616,-0.3453270575613525,1.4519400436292489
0.3479459367308448,-0.3614703438656578,1.4165350847066385
0.35103433614576496,-0.3325819501728798,1.4630469439002884
0.3606266874183085,-0.35070797872476484,1.4909792146947924
0.33298067039350493,-0.3393550095326635,1.3575378262856987
0.3562761531917639,-0.35752037556704147,1.3977264973641326
0.35575588941199676,-0.3599455354651627,1.4176332155123752
0.3548052583256283,-0.36640142648032326,1.397978204634355
0.3608106025252012,-0.35066382808285546,1.3555591769661772
0.33478553468399724,-0.33652702480662905,1.3890208630332856
0.33171691627161687,-0.34459582984963183,1.4445219310052486
0.3527663984178319,-0.37270154208392053,1.472855431996793
0.3435844127134552,-0.34976182994264027,1.48754431164772
0.3576483717919902,-0.34311259213020506,1.3841039883557136
0.35213091544120856,-0.36559798048534586,1.3955610277040706
0.34372211108157175,-0.3292474361808164,1.3625615412624752
0.34982677419640573,-0.3389921008717535,1.4962085570940666
0.36603173827419605,-0.36043719793456996,1.4647255626658686
0.34160459656441267,-0.3289958360657667,1.4666155049327771
0.35927819423675966,-0.34848674588372214,1.4124170805243246
0.36359018052663417,-0.37650634759889856,1.416623568537289
0.3587912989171084,-0.37624606305675606,1.4462784085670841
0.3610574455228584,-0.3801087719107063,1.3971981464021903
0.35008152663864306,-0.35050141053507766,1.4030305356894495
0.34789408682837547,-0.3359304975055504,1.363404885885877
0.3453454955360924,-0.3307975901478172,1.3789362247064187
0.36357150406767647,-0.36733484384235987,1.3766434103116032
0.36834070545275266,-0.36472616451480105,1.4839241921979491
0.3528982321853072,-0.3448087542688947,1.4663513917143072
0.3682287805575991,-0.35935824100211566,1.4874495438772082
0.35818421320456423,-0.3582719014928854,1.4653710428359301
0.3448217793987786,-0.3560521177249641,1.472068889357208
0.3616299303920288,-0.3665838671138494,1.3714988472307061
0.3377738101095589,-0.3491310116178617,1.4219835382041133
0.3347788196951348,-0.3506387037939662,1.4117524530833918
0.3339929192692643,-0.32599313017610876,1.3979217858242798
0.3673236944686797,-0.35444540224691273,1.4752199130922845
0.36919038075098043,-0.37503812846701523,1.4117845708171541
0.3420071134820031,-0.32336104554801937,1.4889930443927701
0.36729521077409294,-0.3619225933733392,1.353387996606314
0.3480827152156412,-0.3548495078286428,1.4995345383320633
0.35377866689416254,-0.3638575135261303,1.4876732175668557
0.3611198909899502,-0.347044504518022,1.451700829621175
0.3553413142925628,-0.3676610501154005,1.405867417198121
0.33204024144432426,-0.35049300919771126,1.4964591429498681
0.35717236501176675,-0.3616960097052337,1.4544053176220255
0.3355017967624797,-0.3554090549188328,1.3853171274552651
0.3375223069963111,-0.3496941296265386,1.4978703068338795
0.36527566421991714,-0.3578282969692217,1.3618344936011781
0.35281495519668055,-0.3422815539735685,1.3846699662385211
0.3556996944429471,-0.3481535097356068,1.4514513054576414
0.34827709603428253,-0.3449166599060251,1.4548414143549822
0.3351029604711858,-0.3282685794473209,1.4377087830792241
0.3575587124871222,-0.3682156970886057,1.400762113692108
0.36469854375826993,-0.35922286749998117,1.3888965196541827
0.3527761909442476,-0.37057489831038143,1.4676889146326124
0.3381278359585371,-0.32647283967054763,1.4147580975552139
0.3662022802297822,-0.38480809365246565,1.4137059828043923
0.3415368619005018,-0.34844816013123936,1.451857012400496
0.34930562309773405,-0.3525327517804459,1.493023053328483
0.3317360119315421,-0.3212481373817814,1.3909946993449642
0.3334308341804368,-0.34183826963184244,1.4779147040911258
0.3400248695675785,-0.35696543084289745,1.3522285843378772
0.3675224376925156,-0.3768783803744111,1.496149321539664
0.338633177502289,-0.34925513766819577,1.435073903326042
0.33949616768064,-0.3479133756991649,1.4683322801192658
0.3548808242597695,-0.3552762240061994,1.3751270619157152
0.33651312976951536,-0.3367482182567143,1.451910820503029
0.35417370134643145,-0.36096667518199177,1.3799916072214828
0.36387940461719953,-0.3715160624150212,1.4785796275933119
0.3541553188072036,-0.34311617055001853,1.4828971277275511
0.35392260782270074,-0.33554558785476796,1.4993569703667216
0.3593611046736596,-0.3693439599917926,1.4274850447629173
0.3617794343654574,-0.3786966037504465,1.383443626460918
0.3677414558697347,-0.36777774017079856,1.4225158212281273
0.33626800808856866,-0.34130683362225145,1.486674803910873
0.3597839461681433,-0.3509370712537613,1.4448667132004605
